,owner,repo,path
3107,k8s-operatorhub,community-operators,operators/project-quay/3.12.5/manifests/quay-operator.clusterserviceversion.yaml
3108,k8s-operatorhub,community-operators,operators/project-quay/3.10.0-nightly.20230914/manifests/quay-operator.clusterserviceversion.yaml
3109,k8s-operatorhub,community-operators,operators/project-quay/3.10.0-nightly.20230914/manifests/quay-operator.clusterserviceversion.yaml
3110,k8s-operatorhub,community-operators,operators/project-quay/3.7.2/manifests/quay-operator.clusterserviceversion.yaml
3111,k8s-operatorhub,community-operators,operators/project-quay/3.8.11/manifests/quay-operator.clusterserviceversion.yaml
3112,k8s-operatorhub,community-operators,operators/project-quay/3.8.0-rc.7/manifests/quay-operator.clusterserviceversion.yaml
3113,k8s-operatorhub,community-operators,operators/project-quay/3.7.2/manifests/quay-operator.clusterserviceversion.yaml
3114,k8s-operatorhub,community-operators,operators/project-quay/3.7.2/manifests/quay-operator.clusterserviceversion.yaml
3115,k8s-operatorhub,community-operators,operators/project-quay/3.10.0-nightly.20230920/manifests/quay-operator.clusterserviceversion.yaml
3116,k8s-operatorhub,community-operators,operators/project-quay/3.10.0-nightly.20231014/manifests/quay-operator.clusterserviceversion.yaml
3117,k8s-operatorhub,community-operators,operators/project-quay/3.9.2/manifests/quay-operator.clusterserviceversion.yaml
3118,k8s-operatorhub,community-operators,operators/project-quay/3.8.1/manifests/quay-operator.clusterserviceversion.yaml
3119,k8s-operatorhub,community-operators,operators/project-quay/3.7.0-rc.3/manifests/quay-operator.clusterserviceversion.yaml
3120,k8s-operatorhub,community-operators,operators/project-quay/3.9.0/manifests/quay-operator.clusterserviceversion.yaml
3121,k8s-operatorhub,community-operators,operators/project-quay/3.12.5/manifests/quay-operator.clusterserviceversion.yaml
3122,k8s-operatorhub,community-operators,operators/project-quay/3.7.2/manifests/quay-operator.clusterserviceversion.yaml
3123,k8s-operatorhub,community-operators,operators/project-quay/3.9.0-nightly.20230716/manifests/quay-operator.clusterserviceversion.yaml
3124,k8s-operatorhub,community-operators,operators/project-quay/3.8.11/manifests/quay-operator.clusterserviceversion.yaml
3125,k8s-operatorhub,community-operators,operators/project-quay/3.10.0-nightly.20230920/manifests/quay-operator.clusterserviceversion.yaml
3127,k8sdevopscookbook,src,chapter7/hpa-my-ch7-app.yaml
3128,k8sonlab,publiccharts,charts/thanos/templates/query-frontend/hpa.yaml
3134,kamalkraj,Redis-Stack-Bitnami-Helm-Chart,templates/replicas/hpa.yaml
3142,karlkfi,acm-examples,multi-cluster-custom-metric-autoscaling/repos/pubsub-sample/deploy/clusters/cluster-east/namespaces/pubsub-sample/manifest.yaml
3161,kcl-lang,krm-kcl,examples/validation/horizontal-pod-auto-scaler/suite/bad.yaml
3162,kcl-lang,krm-kcl,examples/validation/horizontal-pod-auto-scaler/suite/bad.yaml
3163,kcl-lang,modules,horizontal-pod-auto-scaler/suite/bad.yaml
3164,kcl-lang,modules,horizontal-pod-auto-scaler/suite/bad.yaml
3174,kenerry-serain,not-so-simple-ecommerce-gitops,production/application/notificator/templates/hpa.yml
3175,kenerry-serain,not-so-simple-ecommerce-gitops,production/application/order/templates/hpa.yml
3179,kevin-shelaga,matomo-helm-chart,templates/hpa.yaml
3184,kiali,kiali-operator,roles/v1.73/kiali-remove/tasks/resources-to-remove.yml
3185,kilip,helm-charts,charts/tasmo-admin/templates/hpa.yaml
3193,kimschles,beginners_guide_to_k8s,app/hpa.yml
3206,klothoplatform,klotho,pkg/templates/kubernetes/resources/horizontal_pod_autoscaler.yaml
3211,kmodules,resource-metadata,hub/resourcetabledefinitions/autoscaling/v2beta2/horizontalpodautoscalers.yaml
3212,kmodules,resource-metadata,hub/resourcetabledefinitions/autoscaling/v2beta2/horizontalpodautoscalers.yaml
3213,kmodules,resource-metadata,hub/resourcetabledefinitions/autoscaling/v2beta2/horizontalpodautoscalers.yaml
3214,kmodules,resource-metadata,hub/resourcetabledefinitions/autoscaling/v2beta2/horizontalpodautoscalers.yaml
3216,knative,operator,cmd/operator/kodata/knative-eventing/1.14.3/5-mt-channel-broker.yaml
3217,knative,operator,cmd/operator/kodata/knative-eventing/1.15.2/5-mt-channel-broker.yaml
3218,knative,operator,cmd/operator/kodata/knative-eventing/1.15.2/5-mt-channel-broker.yaml
3219,knative,operator,cmd/operator/kodata/knative-eventing/1.16.2/2-eventing-core.yaml
3220,knative,operator,cmd/operator/kodata/knative-eventing/1.16.0/2-eventing-core.yaml
3221,knative,operator,cmd/operator/kodata/knative-eventing/1.15.2/5-mt-channel-broker.yaml
3222,knative,operator,cmd/operator/kodata/knative-eventing/1.16.0/2-eventing-core.yaml
3223,knative,operator,cmd/operator/kodata/knative-eventing/1.16.2/2-eventing-core.yaml
3224,knative,operator,cmd/operator/kodata/ingress/1.14/kourier/kourier.yaml
3225,knative,operator,cmd/operator/kodata/knative-eventing/1.16.0/2-eventing-core.yaml
3226,knative,operator,cmd/operator/kodata/knative-eventing/1.16.2/2-eventing-core.yaml
3227,knative,operator,cmd/operator/kodata/ingress/1.14/kourier/kourier.yaml
3228,knative,operator,cmd/operator/kodata/knative-eventing/1.14.3/5-mt-channel-broker.yaml
3232,kobotoolbox,kobo-helm-chart,templates/kpi/hpa-worker.yaml
3239,kool-dev,charts,charts/generic/templates/hpa.yaml
3240,kool-dev,charts,charts/generic/templates/hpa.yaml
3245,krestomatio,moodle-operator,watches.yaml
3246,krestomatio,nfs-operator,watches.yaml
3247,krestomatio,postgres-operator,watches.yaml
3259,kuanmol,k8,kube/second/Multi-tier Canary Deployment/backend/hpa.yaml
3260,kuanmol,k8,kube/second/Multi-tier Canary Deployment/backend/hpa.yaml
3263,kubeflow,manifests,common/istio-cni-1-24/cluster-local-gateway/base/cluster-local-gateway.yaml
3264,kubeflow,manifests,common/istio-1-24/cluster-local-gateway/base/cluster-local-gateway.yaml
3265,kubeflow,manifests,common/istio-cni-1-24/cluster-local-gateway/base/cluster-local-gateway.yaml
3266,kubeflow,manifests,common/istio-1-24/cluster-local-gateway/base/cluster-local-gateway.yaml
3267,kubeflow,manifests,common/istio-cni-1-24/cluster-local-gateway/base/cluster-local-gateway.yaml
3268,kubeflow,manifests,common/istio-1-24/cluster-local-gateway/base/cluster-local-gateway.yaml
3269,kubeops,ui-server,artifacts/renderpage-response.yaml
3270,kubeops,ui-server,artifacts/renderpage-response.yaml
3271,kubeops,ui-server,artifacts/renderpage-response.yaml
3274,kubernetes-practical-guide,examples,ch7.4.6/manifests/mattermost/mattermost-hpa.yaml
3275,kubernetes-practical-guide,examples,ch7.4.5/manifests/mattermost/mattermost-hpa.yaml
3276,kubernetes-practical-guide,examples,ch6.2.2/manifests/mattermost/mattermost-hpa.yaml
3277,kubernetes-practical-guide,examples,ch7.4.2/manifests/mattermost/mattermost-hpa.yaml
3278,kubernetes-practical-guide,examples,ch7.3.3/manifests/mattermost/mattermost-hpa.yaml
3279,kubernetes-practical-guide,examples,ch7.3.1/manifests/mattermost/mattermost-hpa.yaml
3280,kubernetes-sigs,wg-serving,serving-catalog/core/deployment/vllm/gemma-2b/gke/kustomization.yaml
3281,kubernetes-sigs,wg-serving,serving-catalog/core/deployment/vllm/gemma-2b/gke/kustomization.yaml
3282,kubernetes-sigs,wg-serving,serving-catalog/core/deployment/vllm/llama3-8b/gke/kustomization.yaml
3283,kubernetes-sigs,wg-serving,serving-catalog/core/deployment/vllm/llama3-8b/gke/kustomization.yaml
3284,kubero-dev,kubero-operator,helm-charts/kuberoapp/templates/hpa-web.yaml
3285,kubero-dev,kubero-operator,helm-charts/kuberoapp/templates/hpa-web.yaml
3290,kubeservice-stack,kubservice-charts,charts/kubeservice-custom-limitrange/templates/hpa.yaml
3292,kubeslice,examples,kind/boutique/kubernetes-manifests/redis.yaml
3293,kubeslice,examples,mushop/charts/catalogue/templates/catalogue-hpa.yaml
3294,kubespace,kubespace,chart/charts/redis/templates/sentinel/hpa.yaml
3295,kubesphere,helm-charts,src/main/gitlab/charts/nginx-ingress/templates/controller-hpa.yaml
3296,kubesphere,helm-charts,src/stable/ys1000/templates/hpa.yaml
3297,kubesphere,helm-charts,src/main/gitlab/templates/application.yaml
3298,kubevious,cli,samples/istio.yaml
3299,kubitodev,helm,charts/servarr/templates/bazarr/hpa.yaml
3300,kublr,workshop-microservice-build-pipeline,tools/istio.yaml
3314,kvdomingo,homelab-automation,arrstack/qbittorrent/templates/hpa.yaml
3315,kvdomingo,homelab-automation,arrstack/qbittorrent/templates/hpa.yaml
3317,kyegomez,Athena-Create,kubernetes/athena-create-scale.yaml
3322,labring,laf,build/charts/laf-server/templates/hpa.yaml
3323,langchain-ai,helm,charts/open-gpts/templates/backend/hpa.yaml
3326,launchdarkly,ld-relay-helm,templates/hpa.yaml
3327,lavanet,helm-charts,charts/consumer/templates/hpa.yaml
3329,lbaf23,ptm-leaderboard,yaml/api-hpa.yml
3333,learnk8s,spring-boot-k8s-hpa,kube/hpa.yaml
3337,legn0,ProyectoInf326-SIGA2,Schedule/manifests/hpa.yaml
3345,lerndevops,kubernetes,other/slproject.yml
3346,lerndevops,kubernetes,other/slproject.yml
3347,lerndevops,kubernetes,other/slproject.yml
3355,licaige,workFlow_G6-licaige,demo_web/picker/uppy-main/packages/@uppy/companion/infra/kube/companion/companion-kube.yaml
3358,life1347,k8s-tutorial,hpa/hpa.yaml
3359,lifechurch,k8s-deploy-helper,manifests/web/production/autoscale.yaml
3360,liferight,docker,k8s/manifests/HPA/sample-metrics-app.yaml
3361,liguozhong,prometheus-arms-aliyun-demo,hpa.yaml
3365,linode,apl-charts,k8s-deployment-otel/templates/hpa.yaml
3366,linode,apl-charts,k8s-deployment/templates/hpa.yaml
3367,linode,apl-charts,k8s-deployment-otel/templates/hpa.yaml
3368,linode,apl-charts,k8s-deployment/templates/hpa.yaml
3369,linogics,helm-charts,charts/n8n/templates/hpa.yaml
3381,lm-academy,helm-course,subcharts/config-store/templates/hpa.yaml
3382,lm-academy,helm-course,creating-charts/backend-app/templates/hpa.yaml
3389,logzio,logzio-helm,charts/logzio-apm-collector/templates/hpa.yaml
3390,logzio,logzio-helm,charts/opentelemetry/templates/hpa.yaml
3391,logzio,logzio-helm,charts/opentelemetry/templates/hpa.yaml
3392,logzio,logzio-helm,charts/logzio-otel-spm/templates/hpa.yaml
3393,logzio,logzio-helm,charts/logzio-otel-traces/templates/hpa.yaml
3396,lokeshgupta1981,Python-Projects,online-editor/v1/deployment/hpa.yaml
3404,lreimer,k8s-native-iac,applications/eks-cluster/podinfo/podinfo-kustomization.yaml
3407,lsdcapital,helm-charts,charts/lightning-terminal/templates/hpa.yaml
3408,lsdcapital,helm-charts,charts/mev-boost/templates/hpa.yaml
3409,lsm1103,project-admin,libs/goctl/tproxy.yaml
3411,lsst-sqre,phalanx,applications/hips/templates/hpa.yaml
3412,lsst-sqre,phalanx,applications/love/charts/love-manager/templates/manager-frontend-hpa.yaml
3413,lsst-sqre,phalanx,applications/love/charts/love-manager/templates/manager-frontend-hpa.yaml
3414,lsst-sqre,phalanx,applications/hips/templates/hpa.yaml
3415,lsst-sqre,phalanx,applications/datalinker/templates/hpa.yaml
3416,lsst-sqre,phalanx,applications/love/charts/love-manager/templates/manager-frontend-hpa.yaml
3417,lsst-sqre,phalanx,applications/hips/templates/hpa.yaml
3418,lsst-sqre,phalanx,applications/squarebot/templates/hpa.yaml
3419,lsst-ts,LOVE-integration-tools,deploy/k8s/hpa-manager.yml
3420,lsst-ts,LOVE-integration-tools,deploy/k8s/hpa-manager.yml
3421,lsst-ts,LOVE-integration-tools,deploy/k8s/hpa-manager.yml
3428,lucasrodrigues062,Orange-Talents,Desafios Orange/orange-talents-05-template-pix-keymanager-grpc/pipeline/helm/orange-talents-05-template-pix-keymanager-grpc/templates/hpa.yaml
3431,lucidworks,ocp-fusion-helm-charts,5.3.4/fusion/charts/rest-service/templates/hpa.yaml
3432,lucidworks,ocp-fusion-helm-charts,5.4.2/fusion/charts/auth-ui/templates/hpa.yaml
3433,lucidworks,ocp-fusion-helm-charts,5.5.2/fusion/charts/auth-ui/templates/hpa.yaml
3434,ludesdeveloper,microservices-demo,Kubernetes-Manifests/microservices/templates/hpa-get-request.yaml
3435,ludesdeveloper,microservices-demo,Kubernetes-Manifests/microservices/templates/hpa-login-consumer.yaml
3445,luke-zhu,blueno,cluster/server/k8s/server.yaml
3450,luqmanbarry,rhocp-3-ways-apps-autoscaling,hpa-cpu-memory-scaler/templates/hpa-cpu-scaler.yaml
3452,lvthao,k8s-doc,example/hpa/hpa-object.yaml
3453,lyzhang1999,camp-go-example-helm,deploy/secure/frontend/hpa.yaml
3455,m-shalenko,myteam-alertmanager-bot,charts/myteam-alertmanager-bot/templates/hpa.yaml
3473,magda-io,magda,deploy/helm/internal-charts/gateway/templates/autoscaler.yaml
3474,magda-io,magda,deploy/helm/internal-charts/opensearch-dashboards/templates/hpa.yaml
3480,maher-naija-pro,fast-api-kube,fast-api-kube-helm/templates/hpa.yaml
3484,maistra,istio-operator,resources/helm/v2.0/gateways/istio-egress/templates/autoscale.yaml
3485,maistra,istio-operator,resources/helm/v2.5/rls/templates/autoscale.yaml
3486,maistra,istio-operator,resources/helm/v2.2/rls/templates/autoscale.yaml
3487,maistra,istio-operator,resources/helm/v2.4/gateway/templates/hpa.yaml
3488,maistra,istio-operator,resources/helm/v2.5/istio-control/istio-discovery/templates/autoscale.yaml
3491,mamezou-tech,k8s-hands-on,ops/autoscaling/cpu-hpa.yaml
3500,manoj7894,Devops-AWS-2024,Devops-Notes/Kubernetes/Deployment/autoscaling.yml
3501,manoj7894,Devops-AWS-2024,Devops-Notes/Kubernetes/Deployment/autoscaling.yml
3502,manoj7894,Devops-AWS-2024,Devops-Notes/Kubernetes/Deployment/autoscaling.yml
3528,marintrace,backend,kubernetes/charts/admin-dashboard/templates/admin-hpa.yaml
3535,mastersofjava,mastersofjava,src/deploy/helm/charts/worker/templates/hpa.yaml
3541,mathieu-benoit,ci-with-helm,my-chart/templates/hpa.yaml
3544,matrix-org,cerulean,helm/cerulean/templates/hpa.yaml
3545,matrix-org,matrix-hookshot,helm/hookshot/templates/hpa.yaml
3548,mattfarina,dc-hello-world-chart,templates/hpa.yaml
3550,matthisholleville,ava,charts/ava/templates/hpa.yaml
3552,mattupstate,acme,acme-helm-charts/acme-web-api/templates/hpa.yaml
3564,mcombi,my-quarkus-quick-start-config,quick-start-app-helm/quick-start-app/templates/hpa.yaml
3569,medplum,medplum,charts/templates/hpa.yaml
3570,medplum,medplum,charts/templates/hpa.yaml
3576,mehmetozkaya,CloudNative,orchestrators/lecture154/helm/productservice/templates/hpa.yaml
3580,membrane,servicemesh-demo,wsz-demo/4-autoscaling/40-hpa.yaml
3582,memetics19,Django-Recipe-API,djangorecipe/templates/hpa.yaml
3589,meschbach,pgcqrs,deploy/pgcqrs/templates/hpa.yaml
3591,metalglove,Kwetter,K8s/services/user-service/kwetter-user-service.autoscaler.yaml
3593,metaplex-foundation,digital-asset-rpc-infrastructure,helm/ingest/templates/hpa.yaml
3594,metaplex-foundation,digital-asset-rpc-infrastructure,helm/ingest/templates/hpa.yaml
3596,mezeitamas,brokenrobot.xyz,infra/kubernetes/chart/templates/hpa.yaml
3605,middleware-labs,mw-agent,package-tooling/helm/helm/telemetry-agent/templates/hpa.yaml
3612,ministryofjustice,hmpps-helm-charts,charts/generic-service/templates/hpa.yaml
3622,mistio,mist-ce,chart/mist/templates/poller-horizontalpodautoscaler.yaml
3623,mitchhh22,k8s-rum-hpa,hpa/hpa.yml
3631,mmorejon,erase-una-vez-k8s,hpa/hpa.yaml
3644,moleculerjs,docker-demo,argocd/k8s.yaml
3645,moleculerjs,docker-demo,k8s.yaml
3649,monofuel,badmars,k8s/ai.yaml
3650,monofuel,badmars,k8s/web.yaml
3657,mosip,mosip-helm,charts/config-server/templates/hpa.yaml
3662,mreferre,knative-on-fargate,assets/knative-gloo-fargate-first-batch.yaml
3664,msfidelis,istio-disaster-recovery,talk-linuxtips/02-retry-connection/orders-api.yaml
3665,msfidelis,istio-disaster-recovery,talk-linuxtips/00-initial/cc-api.yaml
3666,msfidelis,kubernetes-kind-setup,service-mesh/istio/whois-istio.yml
3667,msfidelis,terraformando-eks,kubernetes/apps/pudim.yml
3674,mspnp,aks-fabrikam-dronedelivery,charts/workflow/templates/workflow-hpa.yaml
3678,mumoshu,helm-x,examples/hpa.strategicmergepatch.yaml
3679,muratkarakas,k8s-templates,hpa/hpa.yaml
3693,mydriatech,microfefind,charts/microfefind/templates/hpa.yaml
3694,mylesagray,tanzu-cluster-gitops,manifests/knative/05-mt-channel-broker.yaml
3699,nagcloudlab,docker-k8s,microservices/4/istio-1.17.0/manifests/charts/istio-control/istio-discovery/files/gen-istio.yaml
3702,nalbam,kubernetes,sample/sample-spring-ing.yaml
3703,nalbam,kubernetes,sample/sample-node.yaml
3704,nalbam,kubernetes,sample/prometheus-example-app.yaml
3710,nats-io,k8s,helm/charts/surveyor/templates/hpa.yaml
3711,nats-io,k8s,helm/charts/surveyor/templates/hpa.yaml
3713,nautobot,helm-charts,charts/nautobot/templates/hpa.yaml
3714,nautobot,helm-charts,charts/nautobot/templates/hpa.yaml
3715,navaganeshr,nodejs-hello-world,chart/templates/hpa.yaml
3729,nebius,nebius-k8s-applications,cvat-cvat/chart/charts/redis/templates/replicas/hpa.yaml
3730,nebius,nebius-k8s-applications,loki/chart/templates/querier/hpa.yaml
3736,netscaler,cloud-native-getting-started,gcp/anthos/scaleup/lab-automation/online-boutique/hpa.yaml
3737,neumanndaniel,kubernetes,gateway-api/horizontal-pod-autoscaler.yaml
3742,nforgeio,neonKUBE,Lib/Neon.Kube.Setup/Resources/Helm/loki/templates/querier/hpa.yaml
3743,nforgeio,neonKUBE,Lib/Neon.Kube.Setup/Resources/Helm/neon-sso-session-proxy/templates/hpa.yaml
3752,nicholasdille,heise-k8s-colg,04 Kubernetes meistern/12 Dienste automatisch skalieren/hpa.yaml
3764,nikkkkhil,tensorRT-NVIDIA,examples/90_Kubernetes/istio/rendered/istio-v1.0-minikube.yml
3784,nmshd,backbone,helm/templates/consumerapi/hpa.yaml
3787,noobaa,noobaa-operator,deploy/internal/hpav2-autoscaling.yaml
3788,noobaa,noobaa-operator,deploy/internal/hpav2-autoscaling.yaml
3790,notaphplover,one-game,k8s/one-game-services/frontend/web-ui/web-ui-autoscaling.yaml
3791,notonthehighstreet,eks-helm-pub,charts/backend-example/templates/hpa-green.yaml
3792,notonthehighstreet,eks-helm-pub,charts/noths-service-ha/templates/hpa-green.yaml
3798,nucleuscloud,neosync,backend/charts/api/templates/hpa.yaml
3799,nucleuscloud,neosync,backend/charts/api/templates/hpa.yaml
3800,nuclia,nucliadb,charts/nucliadb_search/templates/search.hpa.yaml
3801,nuclia,nucliadb,charts/nucliadb_search/templates/search.hpa.yaml
3802,nuclia,nucliadb,charts/nucliadb_search/templates/search.hpa.yaml
3819,oererenn,kwetter-microservices,kustomize/base/hpa.yaml
3835,one-acre-fund,oaf-public-charts,charts/kutt/templates/hpa.yaml
3837,onepanelio,manifests,common/istio/base/istio.yaml
3840,onosproject,onos-helm-charts,onos-classic/templates/autoscaler.yaml
3842,opea-project,GenAIInfra,helm-charts/common/teirerank/templates/horizontal-pod-autoscaler.yaml
3844,open-zaak,charts,charts/open-notificaties/templates/hpa.yaml
3845,opendatacube,datacube-charts,stable/datacube-wps/templates/hpa.yaml
3846,openimsdk,helm-charts,charts/openim-server/charts/openim-rpc-group/templates/hpa.yaml
3847,openimsdk,helm-charts,charts/openim-server/templates/hpa.yaml
3850,openinfradev,helm-charts,tks-info/templates/hpa.yaml
3851,openinfradev,helm-charts,tks-apis/templates/tks-api/hpa.yaml
3853,openobserve,openobserve-helm-chart,charts/openobserve/templates/router-hpa.yaml
3854,openobserve,openobserve-helm-chart,charts/openobserve/templates/ingester-hpa.yaml
3855,openobserve,openobserve-helm-chart,charts/openobserve/templates/router-hpa.yaml
3856,openreplay,openreplay,scripts/helmcharts/openreplay/charts/sink/templates/hpa.yaml
3857,openreplay,openreplay,scripts/helmcharts/openreplay/charts/sink/templates/hpa.yaml
3858,openshift-knative,eventing-hyperfoil-benchmark,installation/manifests/upstream-nightly/eventing/eventing-core.yaml
3859,openshift-knative,eventing-hyperfoil-benchmark,installation/manifests/upstream-nightly/eventing/eventing-core.yaml
3860,openshift-pipelines,operator,upstream/cmd/kubernetes/operator/kodata/webhook/webhook.yaml
3861,openshift-pipelines,operator,upstream/cmd/kubernetes/operator/kodata/webhook/webhook.yaml
3862,openshift-telco,telco-gitops,base/operators/quay-enterprise-operator/02-mgmtregistry.yaml
3865,opentext-idol,idol-containers-toolkit,helm/distributed-idol/templates/content-autoscaler.yaml
3866,openwallet-foundation,acapy-vc-authn-oidc,charts/vc-authn-oidc/templates/agent/hpa.yaml
3867,openwallet-foundation,acapy-vc-authn-oidc,charts/vc-authn-oidc/templates/agent/hpa.yaml
3868,openwallet-foundation,acapy-vc-authn-oidc,charts/vc-authn-oidc/templates/agent/hpa.yaml
3869,openwallet-foundation,acapy-vc-authn-oidc,charts/vc-authn-oidc/templates/agent/hpa.yaml
3870,opicaud,monorepo,apps/eventstore-grpc/templates/hpa.yaml
3871,oracle-devrel,oci-devops-examples,oci-deployment-examples/oci-deployment-with-helm-attestation/helm/node-service/templates/hpa.yaml
3873,oracle-devrel,terraform-oci-arch-devops-deploy-helm-and-ci,helm_chart/helm/node-service/templates/hpa.yaml
3874,oracle-quickstart,oci-cloudnative,deploy/complete/helm-chart/mushop/charts/user/templates/user-hpa.yaml
3875,oracle-quickstart,oci-micronaut,deploy/complete/helm-chart/mushop/charts/catalogue/templates/catalogue-hpa.yaml
3876,oracle,coherence-operator,examples/200_autoscaler/manifests/hpa.yaml
3881,ory,k8s,helm/charts/keto/templates/hpa.yaml
3886,oslo254804746,rustdesk-server-helm,templates/hpa.yaml
3888,osstorres,django-k8s-pycon2024,infra/kubernetes/chart/templates/hpa-core.yaml
3891,otterize,credentials-operator,examples/spire/templates/hpa.yaml
3899,overops,helm-charts,overops-collector/templates/hpa.yaml
3901,overview,overview-server,kubernetes/convert-pst.yml
3902,owen2345,kubernetes_helper,lib/templates/_replicas.yml
3904,owncloud-docker,helm-charts,charts/owncloud/templates/hpa.yaml
3907,pablords,lab-kubernetes-vagrant-ansible,shared/jaeger/poc-sidecar/hpa-1.yml
3908,pablords,lab-kubernetes-vagrant-ansible,shared/jaeger/poc-sidecar/hpa-1.yml
3910,paceval,paceval,examples_sources/NodeJS_examples/k8s/pacevalAPIService/chart/api-service-manifest.yaml
3913,pagopa,atm-layer-wf-task,helm-chart/templates/hpa.yaml
3916,pahud,amazon-eks-gpu-scale,hpa.yaml
3920,pandaluk,restaurante-34,src/infra/hpa/api_hpa.yml
3922,papermerge,helm-chart,standalone/charts/worker/templates/hpa.yaml
3925,paralus,helm-charts,charts/ztka/templates/hpa.yaml
3936,passbolt,charts-passbolt,templates/hpa.yaml
3952,pellizzetti,nomero,k8s/hpa.yml
3968,pgeadas,jenkinssharedlibrary,kubernetes/charts/project-frontend/templates/hpa.yaml
3972,phntom,charts,website-kix-co-il/templates/hpa.yaml
3979,pingidentity,ping-cloud-base,code-gen/templates/cde/base/ping-cloud/pingaccess-was/engine/remove-from-secondary-patch.yaml
3980,pingidentity,ping-cloud-base,k8s-configs/ping-cloud/base/pingfederate/engine/cloud-generic/hpa.yaml
3981,pingidentity,ping-cloud-base,k8s-configs/ping-cloud/prod/large/pingfederate/engine/hpa-limits.yaml
3986,plumber-cd,helm,charts/reclaimable-pv-releaser/templates/hpa.yaml
3987,plungu,camunda-optimize-helm,charts/camunda-optimize/templates/hpa.yaml
3988,pluralsh,plural-artifacts,kubeflow/helm/serving/templates/web-app/hpa.yaml
3989,pluralsh,plural-artifacts,knative/helm/knative-operator/templates/hpa.yaml
3990,pluralsh,plural-helm-charts,charts/posthog/templates/pgbouncer-hpa.yaml
3992,pmarques,ifconfig.me,k8s/20-hpa.yaml
3993,pmarques,ifconfig.me,k8s/20-hpa.yaml
4001,polyaxon,charts,polyaxon/templates/gateway-hpa.yaml
4002,polyaxon,charts,agent/templates/gateway-hpa.yaml
4004,pontatot,EvilGiraf,helm-chart/templates/hpa.yaml
4005,porter-dev,porter-charts,addons/langfuse/templates/hpa.yaml
4006,porter-dev,porter-charts,addons/langfuse/templates/hpa.yaml
4013,ppy,helm-charts,osu/kubernetes-secrets-exporter/templates/hpa.yaml
4014,ppy,helm-charts,osu/osu-queue-score-statistics/templates/hpa.yaml
4015,ppy,helm-charts,osu/kubernetes-secrets-exporter/templates/hpa.yaml
4016,ppy,helm-charts,osu/osu-queue-score-statistics/templates/hpa.yaml
4038,pratik705,trinity,osh/openstack/15-horizon/addon_manifests/hpa-horizon-api.yaml
4042,praveen1994dec,scenario_based_learnings,K8s_Deploy/K8s_Deploy-master/backend/backend-hpa.yaml
4044,prefeitura-rio,charts,charts/prefect-server/templates/auth-proxy/hpa.yaml
4045,prefeitura-rio,historico-clinico-integrado,k8s/prod/resources.yaml
4053,project-sunbird,sunbird-devops,kubernetes/helm_charts/core/outbound/templates/hpa.yaml
4054,project-sunbird,sunbird-devops,kubernetes/helm_charts/core/taxonomy/templates/hpa.yaml
4055,project-sunbird,sunbird-ed-installer,helmcharts/obsrvbb/charts/telemetry/templates/hpa.yaml
4056,projectsveltos,addon-controller,controllers/compliance_policies/lua_policies/deplyoment_with_autoscaler/valid_resources.yaml
4062,ptrstpp950,k8s-allegro,exercises/28-kctl-hpa-scaling/template2.yaml
4066,pusher,testing,prow/hook/hpa.yaml
4069,pye99,httpserver,deploy/helm/httpserver/templates/hpa.yaml
4070,pyraixyz,PYRAI,deployment/kubernetes/api.yaml
4074,pysnmp,mibs,charts/mibserver/templates/hpa.yaml
4075,qaware,cloud-native-explab,applications/bare/microk8s-cloudkoffer/podinfo/podinfo-kustomization.yaml
4078,qbitkit,qbitkit,cloud/kubernetes/qbitkit-docs-hpa.yaml
4082,quanxiang-cloud,quanxiang,deployment/charts/quanxiang/charts/search/templates/hpa.yaml
4083,quay,quay-operator,e2e/hpa/03-manage-hpa.yaml
4084,quay,quay-operator,e2e/ca_rotation/00-assert.yaml
4085,quay,quay-operator,e2e/hpa/00-create-quay-registry.yaml
4086,quay,quay-operator,e2e/ca_rotation/01-assert.yaml
4087,quay,quay-operator,e2e/unmanage_mirror/01-assert.yaml
4088,quay,quay-operator,e2e/hpa/02-bump-hpas.yaml
4094,rackerlabs,genestack,base-kustomize/glance/aio/kustomization.yaml
4095,rackerlabs,genestack,base-kustomize/placement/base/hpa-placement-api.yaml
4096,rackerlabs,genestack,base-kustomize/glance/aio/kustomization.yaml
4097,rackerlabs,genestack,base-kustomize/magnum/base/hpa-magnum-api.yaml
4098,rackerlabs,genestack,base-kustomize/glance/aio/kustomization.yaml
4099,rackerlabs,genestack,base-kustomize/placement/base/hpa-placement-api.yaml
4100,rackerlabs,genestack,base-kustomize/glance/aio/kustomization.yaml
4101,rackerlabs,genestack,base-kustomize/glance/aio/kustomization.yaml
4102,rackerlabs,genestack,base-kustomize/octavia/base/hpa-octavia-worker.yaml
4103,rackerlabs,genestack,base-kustomize/neutron/base/hpa-neutron-server.yaml
4104,rackerlabs,genestack,base-kustomize/magnum/base/hpa-magnum-api.yaml
4105,rackerlabs,genestack,base-kustomize/octavia/base/hpa-octavia-worker.yaml
4106,rackerlabs,genestack,base-kustomize/placement/base/hpa-placement-api.yaml
4107,rackerlabs,genestack,base-kustomize/nova/base/hpa-nova-novncproxy.yaml
4108,rackerlabs,genestack,base-kustomize/neutron/base/hpa-neutron-server.yaml
4109,rackerlabs,genestack,base-kustomize/glance/aio/kustomization.yaml
4110,rackerlabs,genestack,base-kustomize/neutron/base/hpa-neutron-server.yaml
