repo_name,file_path,url
lobsterdore/release-dash-helm,charts/release-dash/templates/hpa.yaml,https://github.com/lobsterdore/release-dash-helm/blob/a83f6fb13d451c46b4693f6c52c94b62c7781d12/charts/release-dash/templates/hpa.yaml
rancher/partner-charts,charts/gluu/gluu/5.0.22/charts/oxpassport/templates/hpa.yaml,https://github.com/rancher/partner-charts/blob/89f93f5cfd4a797985d902a409c327c88b49d863/charts/gluu/gluu/5.0.22/charts/oxpassport/templates/hpa.yaml
intelops/qualitytrace,charts/qualitytrace/templates/hpa.yaml,https://github.com/intelops/qualitytrace/blob/a65898dceeb549b17f0bb37c2bad7534a2f09e99/charts/qualitytrace/templates/hpa.yaml
elioseverojunior/take-home-assignment,linux/additional_resources.yaml,https://github.com/elioseverojunior/take-home-assignment/blob/a450f743fba34c1ac0e02d4099aedef4f8b4a757/linux/additional_resources.yaml
ajayjhala/csv-files-reader,csv_chart/templates/hpa.yaml,https://github.com/ajayjhala/csv-files-reader/blob/fcc26a7d4e5681b0f92fc04b1ba865c6bf0ee115/csv_chart/templates/hpa.yaml
fmjstudios/helm,charts/gotenberg/templates/hpa.yaml,https://github.com/fmjstudios/helm/blob/ac8dccf55930fdfa6b350ed441643d1d3c44aa85/charts/gotenberg/templates/hpa.yaml
Keyz078/papermod-helm-chart,templates/hpa.yaml,https://github.com/Keyz078/papermod-helm-chart/blob/40e168d1ef36a65baa174cfa532e60692b16098b/templates/hpa.yaml
alfabytes/laravel-helm,templates/hpa.yaml,https://github.com/alfabytes/laravel-helm/blob/53e612fe6b3d00c05020accb1b938a7fb2bef971/templates/hpa.yaml
Cyto989/test-hpa,guestbook/hpa.yaml,https://github.com/Cyto989/test-hpa/blob/cb4edd889e5dd19572cff7b59f5a7a4f25218267/guestbook/hpa.yaml
rishabhv12/helm-app,templates/hpa.yaml,https://github.com/rishabhv12/helm-app/blob/0bbd3616b3b3ad7729e3fd42dba52125bfe17303/templates/hpa.yaml
central-x/charts,central-studio/templates/logging/hpa.yaml,https://github.com/central-x/charts/blob/49bb3281aade4f09e26dda650b8fbd910726f38a/central-studio/templates/logging/hpa.yaml
mmorejon/erase-una-vez-k8s,hpa/hpa.yaml,https://github.com/mmorejon/erase-una-vez-k8s/blob/f0b1f3364700ae94cb188421f28fafd14ac53037/hpa/hpa.yaml
CDCgov/NEDSS-Helm,charts/page-builder-api/templates/hpa.yaml,https://github.com/CDCgov/NEDSS-Helm/blob/d18d4f00d041867a3a94f28807009f9b15c3c7db/charts/page-builder-api/templates/hpa.yaml
